% Model,Untitled.mph
% Version,COMSOL 6.3.0.335
% Date,"Sep 30 2025, 16:39"
% Dimension,2
% Nodes,13923
% Expressions,3
% Description,"Velocity field, x-component, Velocity field, y-component, Pressure"
% Length unit,m
% x,y,u (m/s),v (m/s),p (Pa)
0.9710432044205848,0.47789833950436217,0.08613097975015117,6.073733999818445E-5,-0.026499768234200166
0.9787669037777535,0.4768155997298994,0.09028713373409093,7.822698446349416E-5,-0.08994826252256903
0.9860718843964335,0.4724808365619853,0.10671534646029666,1.2106425092823084E-4,-0.15076919497497754
0.9933106591273467,0.46785259447792293,0.12408235329749194,1.7276034402536014E-4,-0.2109912925932924
1,0.4636600391040582,0.13965928122146673,2.2203959267861828E-4,-0.2662660093163168
0.9398143619804937,0.488462310008969,0.04538598729431303,1.244457156929604E-5,0.22841130011543828
0.930260742528586,0.49342752675101975,0.02597409156541435,3.994662636269674E-6,0.30622883584622557
0.9264214046822754,0.49706873740535434,0.01162505218705262,7.96431824415834E-7,0.33777138400332746
0.9331176775318221,0.4886475996551579,0.0446516897449872,1.1845369663956734E-5,0.28238375576369906
0.9235794616053171,0.49291530593256666,0.027975102298333027,4.621264685091988E-6,0.3598640992290811
0.9197324414715728,0.49706618011746895,0.011631526906595312,7.982759856090746E-7,0.39152795329607326
0.9178413812652734,0.49282661280753975,0.028315239616164178,4.7458794194579794E-6,0.405948792127275
0.9130434782608703,0.49706414735683807,0.01163591074641368,8.033307771717992E-7,0.44523336629370236
0.9104672769637766,0.4931449948659563,0.027057983671944976,4.366183343265573E-6,0.4651866005572263
0.9063545150501682,0.4970621653492489,0.011640065432088433,8.113375029399291E-7,0.4988790774922244
